Year,County,NCICCode,Violent_sum,Homicide_sum,ForRape_sum,Robbery_sum,AggAssault_sum,Property_sum,Burglary_sum,VehicleTheft_sum,LTtotal_sum,ViolentClr_sum,HomicideClr_sum,ForRapeClr_sum,RobberyClr_sum,AggAssaultClr_sum,PropertyClr_sum,BurglaryClr_sum,VehicleTheftClr_sum,LTtotalClr_sum,TotalStructural_sum,TotalMobile_sum,TotalOther_sum,GrandTotal_sum,GrandTotClr_sum,RAPact_sum,ARAPact_sum,FROBact_sum,KROBact_sum,OROBact_sum,SROBact_sum,HROBnao_sum,CHROBnao_sum,GROBnao_sum,CROBnao_sum,RROBnao_sum,BROBnao_sum,MROBnao_sum,FASSact_sum,KASSact_sum,OASSact_sum,HASSact_sum,FEBURact_Sum,UBURact_sum,RESDBUR_sum,RNBURnao_sum,RDBURnao_sum,RUBURnao_sum,NRESBUR_sum,NNBURnao_sum,NDBURnao_sum,NUBURnao_sum,MVTact_sum,TMVTact_sum,OMVTact_sum,PPLARnao_sum,PSLARnao_sum,SLLARnao_sum,MVLARnao_sum,MVPLARnao_sum,BILARnao_sum,FBLARnao_sum,COMLARnao_sum,AOLARnao_sum,LT400nao_sum,LT200400nao_sum,LT50200nao_sum,LT50nao_sum
2010,Tuolumne County,CA Highway Patrol - Tuolumne,0,0,0,0,0,78,0,63,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15
2010,Ventura County,Ventura Co. Sheriff's Department,192,1,18,31,142,1323,349,80,894,108,4,4,16,84,122,22,13,87,8,5,7,20,3,18,0,6,5,3,17,19,3,1,0,5,0,3,20,31,44,47,216,133,178,49,129,0,171,79,92,0,33,34,13,6,0,34,434,62,28,121,1,208,335,142,213,204
2010,Ventura County,Camarillo,54,0,3,12,39,972,167,42,763,31,0,0,3,28,201,15,5,181,1,3,9,13,0,3,0,5,0,1,6,5,6,0,0,0,0,1,2,9,15,13,98,69,71,22,49,0,96,56,40,0,21,16,5,7,1,188,314,41,25,112,2,73,227,130,196,210
2010,Ventura County,Fillmore,38,2,2,5,29,277,51,20,206,23,1,0,3,19,40,6,0,34,0,2,2,4,1,2,0,0,0,1,4,3,0,1,0,0,0,1,6,4,9,10,25,26,33,10,23,0,18,14,4,0,11,6,3,5,0,22,95,13,23,30,0,18,51,36,72,47
2010,Ventura County,Ojai,19,0,0,1,18,163,31,4,128,13,0,0,0,13,23,3,1,19,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,6,7,17,14,14,7,7,0,17,13,4,0,2,1,1,3,0,15,41,8,18,24,2,17,34,23,38,33
2010,Ventura County,Oxnard,691,8,19,329,335,4018,785,473,2760,264,8,7,86,163,597,54,66,477,10,10,1,21,11,16,3,68,74,22,165,224,35,3,0,24,4,39,48,137,116,34,389,396,574,202,281,91,211,151,23,37,365,94,14,1,2,791,867,390,76,173,114,346,760,414,573,1013
2010,Ventura County,Port Hueneme,65,1,6,11,47,375,103,43,229,28,0,0,1,27,37,12,3,22,2,0,2,4,1,5,1,1,2,1,7,3,1,0,0,0,0,7,1,0,8,38,68,35,40,7,13,20,63,12,20,31,28,14,1,0,5,22,116,7,16,18,0,45,51,54,33,91
2010,Ventura County,Santa Paula,101,1,3,26,71,517,100,41,376,63,0,1,15,47,140,12,12,116,1,1,0,2,1,2,1,4,3,3,16,14,1,0,2,0,0,9,7,14,22,28,52,48,74,18,34,22,26,10,4,12,29,8,4,0,0,122,129,40,8,20,3,54,104,71,83,118
2010,Ventura County,Thousand Oaks,139,1,16,50,72,2036,358,72,1606,57,1,2,21,33,340,23,16,301,5,0,4,9,4,16,0,14,7,11,18,26,11,1,0,5,6,1,4,7,23,38,194,164,199,61,138,0,159,96,63,0,42,20,10,22,1,313,817,65,39,216,2,131,563,242,426,375
2010,Ventura County,Ventura,263,3,16,108,136,3458,652,152,2654,142,1,6,49,86,870,76,34,760,2,2,3,7,3,15,1,20,17,11,60,49,17,4,7,6,8,17,11,37,42,46,336,316,395,46,105,244,257,32,15,210,78,60,14,2,1,811,998,134,157,227,13,311,671,529,700,754
2010,Ventura County,Simi Valley,129,1,14,37,77,2209,388,134,1687,80,2,5,20,53,351,55,16,280,1,2,3,6,0,13,1,10,5,3,19,16,10,0,5,3,2,1,4,16,38,19,229,159,202,26,73,103,186,47,29,110,66,23,45,2,2,266,948,50,74,139,4,202,652,329,390,316
2010,Ventura County,Angeles DPR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Ventura County,Moorpark,48,0,8,16,24,383,61,21,301,25,0,2,9,14,85,5,1,79,5,1,4,10,1,7,1,4,3,2,7,10,4,0,0,1,0,1,2,0,10,12,31,30,43,13,30,0,18,10,8,0,15,5,1,4,0,68,117,22,16,51,2,21,97,46,87,71
2010,Ventura County,Channel Coast DPR,3,0,0,1,2,60,1,0,59,3,0,0,1,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,1,0,28,40,11,6,2
2010,Ventura County,Hungry Valley DPR,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2010,Ventura County,Union Pacific RR - Ventura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Ventura County,CSU Channel Islands,1,0,0,0,1,66,1,0,65,1,0,0,0,1,18,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,-1,0,1,1,0,0,15,4,1,20,0,24,21,14,11,19
2010,Ventura County,Ventura Community College,0,0,0,0,0,113,0,0,113,0,0,0,0,0,1,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,26,10,8,55,0,7,31,35,32,15
2010,Ventura County,CA Highway Patrol - Ventura,5,0,0,1,4,54,0,44,10,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,31,9,4,0,0,0,0,10,0,0,0,0,0,0,0,10
2010,Yolo County,Yolo Co. Sheriff's Department,62,1,7,6,48,364,105,15,244,41,0,4,1,36,22,10,6,6,0,2,1,3,1,7,0,2,0,0,4,3,0,1,0,1,0,1,8,5,10,25,62,43,66,14,14,38,39,10,8,21,5,3,7,6,1,3,61,23,11,12,2,125,116,50,55,23
2010,Yolo County,Davis,99,0,18,30,51,1738,415,103,1220,19,0,0,3,16,60,25,1,34,8,1,6,15,1,18,0,6,3,1,20,11,1,1,1,8,2,6,0,5,21,25,127,288,282,115,132,35,133,51,65,17,85,8,10,3,9,18,405,56,372,106,0,251,401,307,257,255
2010,Yolo County,Winters,6,0,3,0,3,169,58,12,99,5,0,2,0,3,19,3,9,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,38,20,27,3,11,13,31,18,3,10,8,1,3,0,0,6,29,28,10,4,3,19,43,21,20,15
2010,Yolo County,Woodland,161,1,17,39,104,1513,352,168,993,105,1,9,19,76,317,86,45,186,8,4,7,19,6,16,1,5,3,8,23,16,2,1,1,4,2,13,8,15,17,64,150,202,223,38,101,84,129,37,56,36,135,14,19,13,10,143,501,65,46,57,2,156,252,166,220,355
2010,Yolo County,West Sacramento,172,1,27,65,79,1345,304,178,863,98,2,13,30,53,432,39,127,266,12,2,5,19,1,23,4,12,7,7,39,23,1,1,3,17,1,19,6,18,17,38,270,34,215,87,84,44,89,57,22,10,133,21,24,1,1,251,261,81,20,5,1,242,249,155,229,230
2010,Yolo County,Union Pacific RR - Yolo,1,0,0,0,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,3,0
2010,Yolo County,UC Davis,9,0,6,1,2,751,55,10,686,0,0,0,0,0,23,7,2,14,2,0,0,2,0,4,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,20,35,13,2,2,9,42,6,8,28,8,0,2,0,0,5,45,7,485,111,1,32,191,227,226,42
2010,Yolo County,CA Highway Patrol - Yolo,2,0,0,0,2,47,2,44,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,2,0,24,10,10,0,0,0,1,0,0,0,0,0,0,0,1,0
2010,Yuba County,Yuba Co. Sheriff's Department,159,1,14,28,116,1031,390,7,634,81,1,1,6,73,150,53,5,92,9,2,3,14,2,13,1,6,1,5,16,7,3,0,0,17,0,1,7,19,54,36,210,180,262,35,66,161,128,22,45,61,2,1,4,0,1,68,198,18,23,81,1,244,240,99,159,136
2010,Yuba County,Marysville,83,1,9,17,56,405,125,67,213,24,0,1,6,17,32,17,6,9,0,0,2,2,0,8,1,2,3,1,11,1,0,0,3,4,0,9,6,13,20,17,57,68,72,29,17,26,53,31,14,8,53,13,1,1,3,17,66,14,12,24,0,76,70,40,51,52
2010,Yuba County,Wheatland,5,0,1,0,4,48,9,5,34,5,0,1,0,4,3,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4,5,5,1,2,2,4,3,0,1,4,0,1,0,0,1,12,0,3,11,0,7,7,6,15,6
2010,Yuba County,Union Pacific RR - Yuba,2,0,0,0,2,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0
2010,Yuba County,CA Highway Patrol - Yuba,1,0,0,0,1,210,0,189,21,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,133,24,32,0,0,0,0,21,0,0,0,0,0,0,4,17
2011,Alameda County,Alameda Co. Sheriff's Department,725,3,26,218,478,2192,650,551,991,373,0,9,51,313,196,50,22,124,5,11,3,19,1,22,4,112,9,16,81,108,37,7,12,28,1,25,80,57,236,105,424,226,496,96,400,0,154,52,101,1,457,77,17,2,5,67,387,51,11,45,0,423,384,150,118,339
2011,Alameda County,Alameda,207,1,15,94,97,1898,315,260,1323,118,3,11,32,72,226,34,9,183,8,2,5,15,1,15,0,31,3,3,57,61,10,2,3,8,2,8,16,9,54,18,197,118,176,16,63,97,139,32,14,93,210,31,19,3,4,210,463,37,233,108,2,263,442,219,347,315
2011,Alameda County,Albany,37,0,4,26,7,476,85,53,338,7,0,1,4,2,43,8,4,31,1,0,1,2,0,3,1,13,0,2,11,8,6,1,2,1,2,6,1,0,2,4,59,26,64,13,49,2,21,11,8,2,39,12,2,2,0,23,145,19,36,53,3,57,92,76,82,88
2011,Alameda County,Berkeley,482,1,19,340,122,5064,976,628,3460,137,0,7,68,62,188,54,8,126,12,6,7,25,5,12,7,125,17,18,180,89,30,0,2,15,3,201,5,12,55,50,553,423,786,204,477,105,190,98,53,39,590,6,32,39,30,183,1445,342,411,385,4,621,1190,640,762,868
2011,Alameda County,Emeryville,208,0,2,73,133,1257,161,119,977,95,0,1,18,76,409,35,0,374,2,1,0,3,0,2,0,15,4,4,50,4,3,1,8,6,0,51,7,7,21,98,57,104,63,19,32,12,98,31,56,11,101,7,11,19,2,467,251,52,31,107,0,48,297,158,259,263
2011,Alameda County,Fremont,384,2,35,156,191,3952,1206,443,2303,195,1,12,48,134,417,104,27,286,15,2,2,19,5,29,6,61,7,47,41,43,30,5,20,30,9,19,12,22,116,41,813,393,928,150,432,346,278,70,43,165,336,79,28,16,26,268,1064,78,105,227,6,513,1002,297,355,649
2011,Alameda County,Hayward,579,7,44,360,168,3782,988,1101,1693,128,1,3,65,59,662,108,85,469,2,14,0,16,0,44,0,158,31,39,132,204,61,23,31,17,4,20,31,37,62,38,732,256,698,224,403,71,290,165,102,23,938,122,41,6,51,576,558,318,30,81,8,65,401,407,443,442
2011,Alameda County,Livermore,267,3,14,39,211,1776,366,127,1283,151,2,3,13,133,122,41,11,70,2,0,8,10,1,14,0,13,1,10,15,11,9,1,2,9,1,6,6,25,82,98,233,133,166,50,116,0,200,90,110,0,100,15,12,1,2,90,621,120,59,169,0,221,501,233,238,311
2011,Alameda County,Newark,170,1,8,55,106,1386,385,101,900,62,1,2,16,43,281,61,12,208,1,2,0,3,0,6,2,17,8,5,25,10,21,2,2,5,1,14,48,15,29,14,204,181,246,67,179,0,139,59,80,0,75,25,1,1,0,311,328,64,19,45,0,132,304,135,194,267
2011,Alameda County,Oakland,6652,104,202,3365,2981,20904,5170,6305,9429,1528,37,70,438,983,488,139,111,238,44,90,4,138,1,177,25,1927,130,70,1238,2534,99,64,74,323,16,255,1410,45,1212,314,4294,876,3839,634,2066,1139,1331,498,347,486,6201,26,78,183,302,387,1690,3347,314,120,17,3069,3221,1183,974,4051
2011,Alameda County,Piedmont,8,0,0,7,1,282,88,46,148,0,0,0,0,0,2,1,0,1,0,1,0,1,0,0,0,4,0,0,3,7,0,0,0,0,0,0,0,0,0,1,52,36,75,18,41,16,13,13,0,0,46,0,0,0,0,0,98,1,3,13,0,33,50,48,32,18
2011,Alameda County,Pleasanton,59,0,4,24,31,1215,182,84,949,44,1,3,11,29,367,24,9,334,4,0,1,5,1,4,0,7,1,2,14,9,8,3,1,0,0,3,0,3,13,15,96,86,100,18,61,21,82,57,6,19,61,18,5,2,0,288,305,51,33,191,1,78,371,172,252,154
2011,Alameda County,San Leandro,367,7,19,217,124,3205,671,577,1957,125,6,5,53,61,612,45,17,550,6,4,4,14,1,13,6,97,5,21,94,38,49,10,21,13,9,77,15,16,64,29,471,200,425,60,280,85,246,115,54,77,569,4,4,12,14,628,829,36,39,94,1,304,563,267,498,629
2011,Alameda County,Union City,311,3,9,115,184,1787,459,258,1070,91,0,4,20,67,280,52,9,219,3,2,2,7,1,8,1,48,5,28,34,0,34,1,10,17,2,51,42,17,121,4,328,131,371,51,173,147,88,30,31,27,210,38,10,11,12,230,349,79,25,67,1,296,338,96,126,510
2011,Alameda County,Alameda E. Bay Reg. Park Dist.,4,1,0,1,2,84,3,2,79,3,0,0,1,2,3,0,0,3,2,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,0,0,3,0,2,1,2,0,0,0,0,0,65,0,0,0,2,12,34,12,6,27
2011,Alameda County,CSU East Bay,0,0,0,0,0,131,23,2,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16,23,4,15,4,0,0,0,0,2,0,0,0,0,0,39,1,0,46,0,20,33,22,22,29
2011,Alameda County,Union Pacific RR - Alameda,18,0,0,0,18,113,103,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,103,0,0,0,0,0,103,53,37,13,0,0,0,0,0,0,0,0,0,1,0,9,2,3,5,0
2011,Alameda County,Alameda BART,195,0,1,127,67,1349,14,188,1147,53,0,0,15,38,30,0,0,30,0,3,1,4,0,1,0,26,5,4,92,0,0,0,0,0,0,127,0,4,7,56,11,3,0,0,0,0,14,4,1,9,169,18,1,9,14,2,311,178,431,10,2,190,298,300,250,299
2011,Alameda County,Dublin,79,0,4,16,59,642,115,49,478,50,0,2,10,38,117,20,5,92,2,1,1,4,0,4,0,3,1,6,6,4,5,0,1,3,2,1,4,6,45,4,41,74,58,16,41,1,57,27,30,0,33,13,3,0,0,106,135,31,14,11,0,181,170,41,50,217
2011,Alameda County,Alameda E. Bay Mun. Util. Dist.,0,0,0,0,0,14,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5,0,0,0,1,6,5,1,4,2
2011,Alameda County,UC Berkeley,32,0,7,11,14,1011,37,20,954,14,0,1,3,10,32,3,0,29,4,0,1,5,1,1,6,2,2,4,3,2,0,0,0,1,0,8,2,3,7,2,15,22,5,3,0,2,32,16,12,4,12,3,5,2,1,29,79,4,262,370,6,201,286,198,172,298
2011,Alameda County,CA Highway Patrol - Alameda,1,0,0,0,1,139,1,128,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,123,5,0,0,0,0,5,5,0,0,0,0,0,0,8,2
2011,Alpine County,Alpine Co. Sheriff's Department,7,0,0,0,7,105,20,1,84,2,0,0,0,2,11,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,5,15,10,2,4,4,10,2,3,5,0,0,1,0,0,0,10,1,0,11,0,62,30,30,11,13
2011,Alpine County,CA Highway Patrol - Alpine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Amador County,Amador Co. Sheriff's Department,54,1,5,4,44,598,187,10,401,52,2,2,4,44,135,53,5,77,2,1,1,4,1,5,0,1,0,0,3,1,0,1,0,1,0,1,2,4,12,26,75,112,97,13,36,48,90,32,41,17,4,1,5,0,3,7,50,4,3,72,2,260,148,65,88,100
2011,Amador County,Ione,19,0,1,1,17,109,27,2,80,14,0,1,0,13,29,4,0,25,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,3,12,6,21,25,9,7,9,2,1,1,0,0,0,2,0,0,3,11,3,4,21,4,34,18,17,17,28
2011,Amador County,Jackson,18,0,2,1,15,170,49,7,114,9,0,0,1,8,23,3,4,16,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,9,13,36,16,5,7,4,33,13,10,10,1,3,3,0,0,3,14,2,1,23,1,70,26,19,32,37
2011,Amador County,Sutter Creek,7,1,0,1,5,63,15,1,47,5,0,0,0,5,9,5,0,4,2,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,4,4,11,5,0,2,3,10,2,3,5,0,1,0,0,1,0,6,4,0,5,0,31,3,3,4,37
2011,Amador County,Union Pacific RR - Amador,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Amador County,CA Highway Patrol - Amador,0,0,0,0,0,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Butte County,Butte Co. Sheriff's Department,106,2,13,23,68,1310,560,6,744,32,3,0,3,26,39,18,2,19,0,1,2,3,0,9,4,3,0,0,20,4,1,0,0,16,0,2,22,5,20,21,287,273,482,111,371,0,78,23,55,0,2,0,4,1,3,3,301,9,29,176,3,219,262,87,94,301
2011,Butte County,Biggs,12,0,2,1,9,27,9,5,13,11,0,2,1,8,7,1,4,2,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,7,3,6,9,2,7,0,0,0,0,0,0,3,2,0,0,0,3,0,0,3,0,7,3,5,4,1
2011,Butte County,Chico,245,5,37,92,111,2115,487,291,1337,97,4,7,28,58,507,45,18,444,3,4,22,29,14,34,3,11,9,5,67,37,15,2,3,9,1,25,5,27,41,38,199,288,384,110,80,194,103,33,22,48,235,44,12,5,0,396,272,119,199,65,1,280,355,220,337,425
2011,Butte County,Gridley,62,0,2,3,57,251,68,35,148,52,0,1,1,50,43,6,9,28,0,1,0,1,0,2,0,1,0,0,2,2,0,0,1,0,0,0,2,3,10,42,28,40,45,12,29,4,23,12,9,2,18,11,6,1,0,3,41,5,12,21,0,65,38,30,48,32
2011,Butte County,Oroville,67,1,10,23,33,759,226,68,465,33,1,1,8,23,169,58,9,102,9,4,1,14,3,7,3,2,1,2,18,2,1,1,1,2,2,14,1,15,3,14,102,124,103,38,42,23,123,62,39,22,54,3,11,2,6,94,125,20,19,77,1,121,124,93,120,128
2011,Butte County,Paradise,78,0,10,14,54,462,200,42,220,54,1,5,4,44,120,42,12,66,0,0,0,0,0,9,1,0,3,2,9,3,0,0,1,4,0,6,2,11,14,27,83,117,127,40,63,24,73,22,45,6,21,8,13,2,0,21,54,3,12,33,0,95,86,33,59,42
2011,Butte County,Union Pacific RR - Butte,0,0,0,0,0,15,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,1,0,0,2,0,9,9,0,2,1
2011,Butte County,Northern Buttes DPR,0,0,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,2,0,5,9,2,5,1
2011,Butte County,CSU Chico,4,0,1,2,1,216,11,1,204,2,0,0,1,1,5,0,0,5,0,0,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,2,9,8,4,2,2,3,0,1,2,0,0,1,0,0,3,14,2,121,31,1,32,77,52,45,30
2011,Butte County,CA Highway Patrol - Butte,2,0,0,0,2,203,0,167,36,2,0,0,0,2,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,125,20,22,0,0,0,0,36,0,0,0,0,0,0,0,36
2011,Calaveras County,Calaveras Co. Sheriff's Department,102,1,14,8,79,974,314,5,655,60,1,2,3,54,65,27,3,35,0,0,0,0,0,14,0,1,0,0,7,2,1,1,0,3,0,1,8,7,26,38,162,152,222,33,77,112,92,31,31,30,2,2,1,3,6,10,93,18,6,104,1,414,234,84,76,261
2011,Calaveras County,Angels Camp,16,0,3,0,13,60,28,3,29,13,0,2,0,11,37,16,1,20,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,10,18,10,7,2,1,18,10,4,4,2,0,1,0,0,2,4,0,1,4,0,18,13,3,3,10
2011,Calaveras County,Union Pacific RR - Calaveras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Calaveras County,Calaveras DPR,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Calaveras County,CA Highway Patrol - Calaveras,2,0,0,0,2,120,0,98,22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,97,0,1,0,0,0,0,22,0,0,0,0,0,0,0,22
2011,Colusa County,Colusa Co. Sheriff's Department,28,1,2,1,24,281,91,4,186,23,0,2,0,21,34,17,1,16,0,1,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,8,6,9,84,7,66,24,37,5,25,11,13,1,1,0,3,0,0,0,14,14,6,20,0,132,98,30,21,37
2011,Colusa County,Colusa,3,0,-1,2,2,126,36,9,81,1,0,0,1,0,15,2,2,11,0,0,0,0,0,-1,0,0,0,0,2,0,1,0,0,0,1,0,0,2,0,0,14,22,22,6,11,5,14,8,5,1,5,3,1,0,1,5,41,2,7,9,0,16,30,17,19,15
2011,Colusa County,Williams,14,0,1,1,12,67,27,6,34,10,0,0,0,10,14,7,1,6,0,2,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,7,2,12,15,24,6,18,0,3,1,2,0,5,0,1,0,1,1,13,4,3,3,0,9,5,7,8,14
2011,Colusa County,Union Pacific RR - Colusa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Colusa County,CA Highway Patrol - Colusa,0,0,0,0,0,21,1,19,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,13,1,5,0,0,0,0,0,0,0,0,1,1,0,0,0
2011,Contra Costa County,Contra Costa Co. Sheriff's Department,455,12,30,109,304,2475,1033,19,1423,118,4,3,9,102,72,31,6,35,5,4,9,18,1,30,0,67,0,3,39,64,15,3,7,17,0,3,67,30,70,137,586,447,789,73,342,374,244,53,58,133,14,3,2,4,10,64,622,84,57,193,1,388,640,268,257,258
2011,Contra Costa County,Antioch,818,5,21,290,502,3873,1335,967,1571,362,6,11,88,257,570,99,103,368,17,17,22,56,7,18,3,112,17,15,146,106,46,11,40,41,3,43,102,48,90,262,953,382,1153,344,809,0,182,108,74,0,830,91,46,9,10,382,512,51,15,169,2,421,664,225,354,328
2011,Contra Costa County,Brentwood,118,0,12,46,60,1080,249,60,771,65,0,4,16,45,218,29,9,180,4,2,12,18,6,10,2,20,2,1,23,19,14,0,6,5,1,1,9,15,22,14,145,104,203,55,148,0,46,28,18,0,44,8,8,2,0,205,182,83,28,57,3,211,274,129,181,187
2011,Contra Costa County,Clayton,8,0,1,2,5,101,25,3,73,5,0,1,0,4,15,3,1,11,0,0,2,2,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,3,2,13,12,21,5,11,5,4,2,1,1,3,0,0,0,0,9,35,2,4,9,0,14,22,13,12,26
2011,Contra Costa County,Concord,430,7,19,167,237,4063,898,637,2528,150,4,20,68,58,608,102,79,427,1,3,5,9,3,17,2,55,15,5,92,30,22,10,18,23,6,58,22,44,96,75,584,314,511,110,263,138,387,199,84,104,529,79,29,8,16,379,1193,193,61,285,2,391,1272,305,463,488
2011,Contra Costa County,El Cerrito,106,0,3,60,43,928,230,110,588,52,0,2,22,28,97,27,5,65,1,0,0,1,0,3,0,28,5,4,23,27,8,3,2,3,1,16,0,1,10,32,145,85,155,24,94,37,75,28,31,16,106,2,2,2,2,102,212,51,24,47,0,148,158,86,159,185
